timestamp,userid,touch_event_type,touch_x,touch_y,touch_pressure,touch_size,orientation,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z
1399942613933,180679,0,166.0,33.0,1.0,0.019607844,0,0.23523031,3.0933087,6.4840965,0.61269784,-0.9673051,0.19272798
1399942613957,180679,2,166.0,33.0,1.0,0.019607844,0,0.3429694,3.0705638,6.607398,-0.13164146,-0.9673051,-0.5045747
1399942613973,180679,2,166.0,33.0,1.0,0.019607844,0,0.492607,2.9921536,6.8587894,-0.029626964,-0.05681047,-0.4129449
1399942614007,180679,2,166.0,33.0,1.0,0.019607844,0,0.75357497,2.8778305,7.301118,-0.029321533,-0.17531833,-0.4120286
1399942614023,180679,2,161.16563,33.0,1.0,0.019607844,0,1.0283096,2.8101943,7.8787193,-0.041233405,-0.17012598,-0.40622538
1399942614039,180679,2,155.8364,33.0,1.0,0.021568628,0,1.1893197,2.6856956,8.522759,-0.056199603,-0.17012598,-0.40408736
1399942614056,180679,2,151.40247,33.0,1.0,0.021568628,0,1.1653777,2.4887726,9.15842,-0.057421334,-0.1695151,-0.40958515
1399942614076,180679,2,147.14911,33.0,1.0,0.021568628,0,1.0588357,2.345719,9.583989,-0.060170226,-0.172264,-0.4166101
1399942614089,180679,2,145.05615,33.0,1.0,0.021568628,0,0.99299514,2.2637177,9.813234,-0.06352998,-0.17959438,-0.42455134
1399942614106,180679,2,143.5,33.0,1.0,0.021568628,0,1.0055647,2.393603,9.99639,-0.074830994,-0.18936823,-0.43004912
1399942614124,180679,2,143.0,33.0,1.0,0.025490198,0,1.067814,2.5570073,10.027515,-0.07971791,-0.19028452,-0.4382958
1399942614127,180679,1,143.0,33.0,1.0,0.025490198,0,1.0372878,2.6761189,9.979631,-0.06994407,-0.19914207,-0.45020768
1399942821033,180679,0,147.0,93.0,1.0,0.023529414,0,-0.8750807,4.420295,7.7332716,0.33108896,-0.07788532,-0.84788096
1399942821050,180679,2,147.0,93.0,1.0,0.021568628,0,-0.8571242,4.483143,7.651869,0.34972036,-0.09560041,-0.82802784
1399942821068,180679,2,147.0,93.0,1.0,0.021568628,0,-0.84575176,4.5142674,7.7159133,0.33750305,-0.09590584,-0.7779369
