timestamp,userid,touch_event_type,touch_x,touch_y,touch_pressure,touch_size,orientation,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z
1398209507420,171538,0,856.0,940.0,1.0,0.025490198,0,-0.82001406,1.3982137,11.680712,0.0033597588,-0.19303341,-0.08246681
1398209507435,171538,2,836.44244,938.9707,1.0,0.025490198,0,-0.2088941,1.8644845,11.152191,-0.1328632,-0.19303341,-0.27000242
1398209507452,171538,2,790.0225,944.5254,1.0,0.027450982,0,-0.020949265,2.0099323,10.513538,-0.14782938,-0.8848383,-0.28069258
1398209507468,171538,2,738.56323,958.3445,1.0,0.027450982,0,-0.1352724,2.2888567,10.075399,-0.14019357,-0.94042706,-0.2761111
1398209507484,171538,2,684.27997,980.0216,1.0,0.029411767,0,-0.28191724,2.5007436,9.506777,-0.1386664,-0.9401216,-0.27214047
1398209507505,171538,2,634.486,999.5215,1.0,0.03137255,0,-0.42317516,2.6426,8.962095,-0.15699236,-0.93584555,-0.28038713
1398209507518,171538,2,590.6887,1014.7739,1.0,0.029411767,0,-0.37708676,2.7880478,8.535928,-0.04520403,-0.93828905,-0.23396139
1398209507534,171538,2,551.42346,1029.9141,1.0,0.03137255,0,-0.5021838,2.855684,8.318055,0.12370021,-0.88514376,-0.11911872
1398209507551,171538,2,523.8808,1044.4749,1.0,0.03137255,0,-0.7290344,2.9191303,8.397662,0.22815818,-0.7651087,-0.02565634
1398209507572,171538,2,492.75253,1059.2614,1.0,0.03137255,0,-1.1133038,3.0998926,8.592192,0.36713,-0.63224554,0.093462385
1398209507609,171538,2,442.03708,1084.4238,1.0,0.03137255,0,-1.5891514,4.122815,9.494206,0.5751296,-0.44501534,0.28527406
1398209507635,171538,2,393.56912,1113.2872,1.0,0.029411767,0,-1.328782,3.7732618,9.118916,0.840856,-0.13683382,0.5195409
1398209507653,171538,2,376.1561,1124.537,1.0,0.029411767,0,-1.0241197,3.2094274,8.488642,1.1007792,0.3136793,0.7134906
1398209507668,171538,2,359.1504,1135.3589,1.0,0.029411767,0,-0.50158525,3.1477766,8.119935,1.1792754,0.8353582,0.7464773
1398209507684,171538,2,343.35187,1147.3185,1.0,0.027450982,0,-0.48722005,3.0442274,7.7919292,1.0302242,1.0830641,0.54244834
1398209507701,171538,2,321.7057,1171.8237,1.0,0.027450982,0,-0.3788824,3.4584243,8.05589,0.73975784,1.3423764,0.2593123
1398209507717,171538,2,298.25357,1205.4948,1.0,0.033333335,0,-0.40282443,3.6230257,8.212111,0.68233645,1.2507466,0.20311269
1398209507731,171538,2,296.0,1210.0,1.0,0.033333335,0,-0.97862995,3.7379475,5.999271,0.6630942,1.1273518,0.22937989
1398209507734,171538,1,296.0,1210.0,1.0,0.033333335,0,-2.204461,4.396951,2.516306,0.69027776,1.0754282,0.33750305
1398209508322,171538,0,560.0,1101.0,1.0,0.027450982,0,-3.8175547,3.5290532,4.222773,0.7312057,1.1368202,0.40408736
1398209508350,171538,2,548.1475,1103.1705,1.0,0.027450982,0,-3.4835634,3.2980127,8.324639,0.32559118,1.3662001,0.28405234
1398209508366,171538,2,531.6273,1107.3744,1.0,0.03137255,0,-3.2632968,3.228581,11.395802,-0.8081747,1.212262,-0.0033597588
1398209508386,171538,2,510.07687,1114.3077,1.0,0.03137255,0,-2.3720553,3.1010897,11.42932,-1.779756,0.095294975,-0.06414085
1398209508400,171538,2,484.58282,1122.005,1.0,0.03137255,0,-1.8818425,2.5061307,10.517728,-2.0772474,-1.144456,0.108123146
1398209508418,171538,2,457.2891,1132.4862,1.0,0.03137255,0,-1.2210429,1.8124107,10.323199,-2.0204368,-1.6145169,0.26328292
1398209508434,171538,2,423.3424,1144.3157,1.0,0.03137255,0,-0.4890157,1.3192052,11.102511,-1.956296,-1.5082263,0.31337386
1398209508454,171538,2,387.84418,1159.1615,1.0,0.029411767,0,0.14604631,1.4036007,11.497555,-1.7986927,-1.4645494,0.38362336
1398209508466,171538,2,347.0217,1180.174,1.0,0.029411767,0,0.7433996,1.7423803,11.095928,-1.5842791,-1.645671,0.4529566
1398209508484,171538,2,324.25824,1193.281,1.0,0.029411767,0,1.3000516,2.1080947,10.726024,-1.3109168,-1.9883664,0.516792
1398209508498,171538,2,301.13095,1208.5793,1.0,0.029411767,0,1.2749124,2.1817162,10.454282,-1.0158689,-2.0350976,0.5012149
1398209508509,171538,2,294.0,1212.0,1.0,0.033333335,0,0.8996213,2.0578163,10.427945,-0.75441855,-1.7024814,0.3417791
1398209508511,171538,1,294.0,1212.0,1.0,0.033333335,0,0.7356185,1.8674773,10.44231,-0.47678033,-1.2455542,0.10903945
1398209509112,171538,0,656.0,1063.0,1.0,0.027450982,0,0.9475053,1.9267339,10.248979,-0.16707164,-0.8509353,-0.09101892
1398209509163,171538,2,606.60925,1068.7701,1.0,0.029411767,0,1.8177977,2.1481974,9.450513,0.10140363,-0.58246,-0.20341812
1398209509181,171538,2,587.9428,1071.8429,1.0,0.03137255,0,2.2918496,2.1775265,8.9124155,0.27152961,-0.44409904,-0.19517145
1398209509196,171538,2,555.8363,1078.8182,1.0,0.03137255,0,2.2720973,2.087744,8.710705,0.33841935,-0.4279111,-0.10903945
1398209509215,171538,2,529.8784,1088.0455,1.0,0.03137255,0,2.0632033,2.0296845,8.647258,0.3136793,-0.42760566,-0.079107046
1398209509230,171538,2,502.0185,1098.3616,1.0,0.03137255,0,1.7040731,2.1416135,8.637083,0.16737708,-0.41325033,-0.10048734
1398209509246,171538,2,475.15427,1110.128,1.0,0.033333335,0,1.30484,2.4289176,8.706514,-0.010079277,-0.37507126,-0.1994475
1398209509264,171538,2,455.43478,1120.9131,1.0,0.03137255,0,0.6811504,2.6426,9.018958,-0.16646078,-0.3390302,-0.35735616
1398209509280,171538,2,433.89343,1131.7164,1.0,0.03137255,0,0.6027403,2.1021092,8.587403,-0.28069258,-0.31520647,-0.51159966
1398209509298,171538,2,413.2025,1141.2911,1.0,0.029411767,0,0.55246204,2.3080103,8.90643,-0.32406402,-0.29626966,-0.57787853
1398209509314,171538,2,392.77512,1156.9327,1.0,0.029411767,0,0.6404489,2.9257145,9.44333,-0.31581733,-0.25595254,-0.5299256
1398209509333,171538,2,362.0,1181.0,1.0,0.033333335,0,0.76075757,3.4751837,9.729437,-0.25350907,-0.22815818,-0.3894266
1398209509335,171538,1,362.0,1181.0,1.0,0.033333335,0,0.6380547,3.1304188,8.693346,-0.052534413,-0.19517145,-0.2171626
