timestamp,userid,touch_event_type,touch_x,touch_y,touch_pressure,touch_size,orientation,accelerometer_x,accelerometer_y,accelerometer_z,gyroscope_x,gyroscope_y,gyroscope_z
1398730274861,201848,0,1014.0,698.0,1.0,0.023529414,1,-2.2589293,5.5288105,9.606734,-0.005192355,-0.022907447,-0.07238753
1398730274882,201848,2,1014.0,698.0,1.0,0.025490198,1,-2.6527755,6.0118403,9.186552,0.014049901,-0.022907447,-0.106595986
1398730274898,201848,2,1014.0,698.0,1.0,0.027450982,1,-2.629432,6.2769985,8.978256,0.03359759,-0.06841691,-0.113926366
1398730274915,201848,2,1014.0,698.0,1.0,0.029411767,1,-2.8323407,6.547543,8.862736,0.049785517,-0.116675265,-0.092240654
1398730274931,201848,2,1016.5425,695.4575,1.0,0.029411767,1,-2.9125464,6.9090676,8.629301,0.06291912,-0.1563815,-0.02687807
1398730274949,201848,2,1025.3489,686.6511,1.0,0.029411767,1,-3.0484173,7.1101804,8.154651,0.08002335,-0.17440203,0.004581489
1398730274965,201848,2,1040.3202,671.75543,1.0,0.029411767,1,-3.4278982,7.0365586,7.7350674,0.10873401,-0.16615535,0.05375614
1398730274982,201848,2,1056.8911,654.66425,1.0,0.029411767,1,-4.617218,6.652888,7.843405,0.12492194,-0.15668693,0.112399206
1398730275001,201848,2,1074.0363,634.9571,1.0,0.029411767,1,-5.6886234,6.003461,8.69155,0.13561209,-0.14446963,0.1142318
1398730275015,201848,2,1096.2283,608.60034,1.0,0.029411767,1,-6.4421983,5.04578,10.016742,0.07819075,-0.07238753,0.058948494
1398730275031,201848,2,1123.3741,578.5495,1.0,0.029411767,1,-6.401497,3.8815994,11.657368,-0.028405234,0.08155051,0.07238753
1398730275050,201848,2,1150.7433,549.0205,1.0,0.03137255,1,-5.7903767,2.959832,12.955624,-0.24862215,0.3417791,0.18203785
1398730275064,201848,2,1177.3756,521.6243,1.0,0.033333335,1,-4.981137,2.468422,13.6092415,-0.5876524,0.7162395,0.3491095
1398730275082,201848,2,1200.7754,500.6211,1.0,0.029411767,1,-4.0916905,2.2337902,13.582306,-0.90285885,1.0430524,0.5323691
1398730275099,201848,2,1223.5674,482.14612,1.0,0.03137255,1,-3.3423057,2.292448,12.622829,-0.99296147,1.0858129,0.65209866
1398730275114,201848,2,1250.1663,461.9317,1.0,0.033333335,1,-2.700061,2.5288756,11.061212,-0.6719518,0.75991637,0.6786713
1398730275131,201848,2,1275.025,444.5453,1.0,0.03137255,1,-2.343325,2.746748,9.437345,-0.1518,0.38637227,0.691194
1398730275147,201848,2,1295.9567,433.02167,1.0,0.029411767,1,-2.3822308,2.9562407,8.14687,0.25411993,0.3118467,0.70738196
1398730275164,201848,2,1316.0735,423.6584,1.0,0.03137255,1,-2.6647465,3.071761,7.3106947,0.38728857,0.49113566,0.711658
1398730275181,201848,2,1336.0859,415.42184,1.0,0.03137255,1,-2.9963434,3.127426,6.947375,0.5317582,0.6249151,0.7244862
1398730275198,201848,2,1354.6335,406.1832,1.0,0.03137255,1,-3.2836475,3.2064347,6.38354,0.5510005,0.89919364,0.75716746
1398730275214,201848,2,1373.0677,394.95685,1.0,0.03137255,1,-3.2279825,3.38181,5.9442043,0.4990769,1.1111639,0.80756384
1398730275231,201848,2,1390.0338,384.70883,1.0,0.03137255,1,-2.9173348,3.4572272,5.430648,0.44348818,1.2156218,0.874759
1398730275248,201848,2,1405.8505,375.4897,1.0,0.029411767,1,-2.497751,3.5344403,4.933253,0.39003745,1.246776,0.9502009
1398730275264,201848,2,1418.9843,368.50787,1.0,0.029411767,1,-2.2158337,3.5613751,4.815338,0.30543262,1.2235631,1.0167851
1398730275280,201848,2,1431.2922,361.19235,1.0,0.03137255,1,-1.9572599,3.515885,5.016451,0.16187929,1.1377366,1.0677924
1398730275302,201848,2,1445.3094,353.49478,1.0,0.03137255,1,-1.644218,3.4231098,5.5563436,-0.064446285,0.98440933,1.1004738
1398730275318,201848,2,1459.3777,344.57336,1.0,0.03137255,1,-1.0594343,3.321955,6.066907,-0.344528,0.77091193,1.135904
1398730275330,201848,2,1475.4786,335.37527,1.0,0.03137255,1,-0.40880993,3.2423477,6.5122285,-0.47403142,0.54153204,1.2046263
1398730275347,201848,2,1492.557,324.73648,1.0,0.033333335,1,0.13467385,3.1890767,7.08983,-0.6753115,0.36041048,1.2519683
1398730275363,201848,2,1508.5646,316.71768,1.0,0.03137255,1,0.46926352,3.127426,7.8104844,-0.8185594,0.2929099,1.3402383
1398730275380,201848,2,1523.8807,310.4477,1.0,0.03137255,1,0.78529817,3.181894,8.507795,-0.947452,0.17654006,1.3784174
1398730275397,201848,2,1536.4182,305.2586,1.0,0.033333335,1,0.8822633,3.3566709,9.078813,-1.063211,0.034208454,1.3552046
